Name;Age;Nationality;Overall;Potential;Club;Preferred Foot;Work Rate;Real Face;Position;Finishing;HeadingAccuracy;Dribbling;BallControl;Acceleration;Agility;ShotPower;Stamina;Strength;Aggression;Penalties
L. Martínez;20;Argentina;72;80;Defensa y Justicia;Left;Medium/ Medium;No;RCB;26;65;64;67;61;54;40;65;65;67;42
O. Şişmanoğlu;28;Germany;72;72;Yeni Malatyaspor;Right;Medium/ Low;No;ST;72;75;67;68;72;66;65;69;74;53;63
A. Zaldívar;24;Mexico;72;77;Guadalajara;Left;High/ Low;No;ST;71;73;68;72;79;76;73;73;77;43;83
D. Guzman;28;Costa Rica;72;73;Portland Timbers;Right;Medium/ High;Yes;CM;53;61;67;68;64;68;71;78;68;83;61
J. Jones;23;Northern Ireland;72;77;Kilmarnock;Right;Medium/ Medium;No;LM;62;39;77;74;90;79;60;69;37;43;56
J. Güemez;26;Mexico;72;73;Querétaro;Right;High/ High;No;CM;61;62;64;71;69;67;70;77;86;86;51
Jeff Meirson;26;Brazil;72;72;América FC (Minas Gerais);Left;Medium/ Medium;No;LB;41;67;56;61;71;66;63;78;70;82;72
Camacho;24;Portugal;72;78;CD Nacional;Right;High/ Medium;No;LW;64;43;75;74;79;82;75;74;51;45;67
Nuno da Costa;27;Cape Verde;72;73;RC Strasbourg Alsace;Right;High/ High;No;ST;70;74;74;75;78;81;69;63;62;33;69
T. Zengin;34;Turkey;72;72;Beşiktaş JK;Right;Medium/ Medium;No;GK;11;13;8;28;32;44;13;30;70;31;17
B. Jeannot;26;France;72;74;Dijon FCO;Right;Medium/ Low;No;ST;74;67;65;72;67;72;73;54;66;54;71
M. Oikonomou;25;Greece;72;76;AEK Athens;Right;Medium/ High;No;RCB;14;72;48;53;53;41;48;61;86;66;27
P. Stojanović;22;Slovenia;72;78;Dinamo Zagreb;Right;High/ Medium;No;RB;45;54;69;68;82;57;60;75;68;82;54
B. Sarmiento;28;Argentina;72;72;Newell's Old Boys;Right;High/ Low;No;CAM;67;46;73;71;82;93;69;54;57;41;68
J. Hamad;27;Sweden;72;72;Hammarby IF;Right;Medium/ Medium;No;LM;62;22;69;72;76;89;68;80;60;56;64
A. Al Habsi;36;Oman;72;72;Al Hilal;Right;Medium/ Medium;No;GK;18;16;14;17;41;60;22;41;64;40;13
L. Miranda;24;Argentina;72;78;Defensa y Justicia;Right;Medium/ Medium;No;CDM;59;58;70;74;79;81;68;84;60;70;54
R. Holzhauser;25;Austria;72;76;Grasshopper Club Zürich;Left;High/ Medium;No;CDM;68;60;73;77;40;57;82;72;86;69;73
Dani Giménez;34;Spain;72;72;Deportivo de La Coruña;Right;Medium/ Medium;No;GK;14;11;14;12;34;40;16;30;52;33;25
Maycon;20;Brazil;72;84;Shakhtar Donetsk;Left;High/ Medium;No;CAM;58;56;69;69;70;63;82;72;65;70;56
H. Kiyotake;28;Japan;72;72;Cerezo Osaka;Right;Medium/ Medium;Yes;RM;66;58;71;73;71;77;68;71;58;28;75
D. Maroh;31;Slovenia;72;72;KFC Uerdingen 05;Right;Medium/ Medium;No;LCB;30;72;40;53;53;53;63;64;79;75;42
E. Şen;29;Belgium;72;72;MKE Ankaragücü;Right;Medium/ High;No;CDM;57;70;68;72;67;64;71;63;67;72;65
K. Onisiwo;26;Austria;72;72;1. FSV Mainz 05;Right;Medium/ High;No;RM;66;65;75;72;75;68;72;71;78;63;44
S. Juklerød;24;Norway;72;77;Royal Antwerp FC;Left;High/ Medium;No;LB;59;44;74;68;87;77;67;88;73;57;50
P. Stenzel;22;Germany;72;77;SC Freiburg;Right;Medium/ Medium;No;RB;55;58;70;73;63;66;66;76;60;73;49
M. Camara;21;Guinea;72;82;Olympiacos CFP;Right;High/ High;No;LDM;49;69;71;70;66;62;77;88;80;80;41
Douglas;30;Brazil;72;72;Shimizu S-Pulse;Left;High/ Medium;No;LS;74;73;71;72;74;59;79;60;83;62;74
D. Le Tallec;28;France;72;73;Montpellier HSC;Right;Medium/ High;No;LCM;60;74;69;70;68;65;67;69;77;66;66
R. Gosens;23;Germany;72;77;Atalanta;Left;Medium/ High;No;LM;59;57;74;73;76;68;72;78;65;68;50
R. Bobadilla;31;Paraguay;72;72;Argentinos Juniors;Right;High/ Medium;No;ST;70;70;71;70;66;60;77;65;90;86;75
K. Wolze;28;Germany;72;72;MSV Duisburg;Left;High/ Medium;No;LB;70;53;71;71;80;75;72;84;71;73;71
C. Basham;29;England;72;72;Sheffield United;Right;High/ High;No;RCB;33;68;61;53;66;58;59;83;79;77;31
J. Cabot;24;France;72;78;FC Lorient;Right;High/ Medium;No;RW;71;38;79;73;92;84;63;69;50;31;53
Gonçalo Silva;27;Portugal;72;74;Os Belenenses;Right;Medium/ High;No;LCB;28;72;40;48;60;59;48;84;73;73;48
C. Arboleda;32;Colombia;72;72;Independiente Santa Fe;Right;Medium/ Medium;No;RB;47;40;69;67;86;88;58;77;31;67;41
G. Lajud;24;Mexico;72;76;Club Tijuana;Right;Medium/ Medium;No;GK;14;13;16;21;47;33;20;37;64;26;23
Unai Simón;21;Spain;72;82;Athletic Club de Bilbao;Right;Medium/ Medium;No;GK;14;18;12;16;46;32;17;45;73;27;24
C. Knasmüllner;26;Austria;72;75;SK Rapid Wien;Right;Medium/ Low;No;CAM;66;45;72;75;78;83;68;79;65;55;74
L. Lollo;31;Argentina;72;72;River Plate;Right;Medium/ Medium;No;CB;25;76;37;55;34;40;42;40;82;71;67
A. Milić;24;Croatia;72;77;RSC Anderlecht;Left;Medium/ Medium;No;LB;34;76;49;62;42;42;57;72;77;74;43
Ronaldo Vieira;19;England;72;81;Sampdoria;Right;Medium/ Medium;No;CDM;53;53;71;73;77;75;65;80;79;80;57
S. Bahoken;26;Cameroon;72;75;Angers SCO;Right;Medium/ Medium;No;ST;76;65;71;69;79;76;73;61;75;54;46
Ontiveros;20;Spain;72;82;Málaga CF;Right;Medium/ Low;No;RM;68;32;74;75;76;75;72;64;42;43;68
N. Höfler;28;Germany;72;72;SC Freiburg;Right;Medium/ Medium;No;CDM;41;61;64;69;60;68;62;74;72;68;50
K. Acosta;22;United States;72;80;Colorado Rapids;Right;High/ High;Yes;CM;60;66;71;72;80;74;79;91;68;78;66
Kwoun Sun Tae;33;Korea Republic;72;72;Kashima Antlers;Right;Medium/ Medium;Yes;GK;16;18;14;24;39;67;21;20;69;24;22
A. Çamdalı;34;Germany;72;72;Çaykur Rizespor;Right;Medium/ High;No;RDM;58;62;62;67;44;67;70;75;74;77;61
B. Linssen;27;Netherlands;72;72;Vitesse;Right;High/ Medium;No;LW;74;72;73;74;81;73;77;78;60;70;54
M. Trotta;25;Italy;72;74;Sassuolo;Left;High/ Low;No;ST;70;75;66;70;65;63;76;63;74;57;78
J. Dezi;26;Italy;72;74;Parma;Right;High/ Medium;No;CM;65;52;72;74;77;69;59;93;53;66;52
Choi Chul Soon;31;Korea Republic;72;72;Jeonbuk Hyundai Motors;Right;High/ High;No;LB;43;61;65;66;77;69;46;75;72;76;52
Danilo;26;Brazil;72;73;VfL Bochum 1848;Left;High/ High;No;LB;54;56;74;72;77;83;68;75;66;73;42
J. Savarino;21;Venezuela;72;82;Real Salt Lake;Right;High/ Medium;No;RW;66;43;78;74;85;90;78;79;57;59;60
M. Zeman;29;Czech Republic;72;72;Viktoria Plzeň;Left;Medium/ Medium;No;LM;59;61;77;73;87;91;68;72;34;54;61
N. Baker;27;England;72;74;Bristol City;Left;Low/ High;Yes;CB;30;74;26;48;51;46;59;62;83;84;35
M. Saymak;25;Netherlands;72;76;Çaykur Rizespor;Right;Medium/ Medium;No;CAM;68;39;72;73;75;77;70;74;49;43;59
Yeom Ki Hun;35;Korea Republic;72;72;Suwon Samsung Bluewings;Left;Medium/ Medium;Yes;ST;70;68;71;72;67;69;74;70;77;57;72
J. Murphy;28;Scotland;72;72;Rangers FC;Right;Medium/ Medium;Yes;LW;71;49;75;72;78;77;68;78;68;58;68
E. Prib;28;Russia;72;72;Hannover 96;Left;Medium/ High;No;LM;61;55;73;73;73;69;74;63;67;63;57
L. Phiri;23;South Africa;72;78;En Avant de Guingamp;Right;Medium/ High;No;CM;53;64;72;74;75;77;59;75;69;68;58
Jubal;24;Brazil;72;76;Portimonense SC;Right;Medium/ Medium;No;CB;22;72;51;63;55;51;42;76;74;73;48
A. Cubas;22;Argentina;72;79;Club Atlético Talleres;Right;Low/ High;No;RCM;35;55;63;69;76;89;59;86;33;75;51
Luismi;26;Spain;72;77;Real Valladolid CF;Right;Medium/ High;No;CDM;21;54;53;65;61;61;58;75;83;81;38
A. Adnan;24;Iraq;72;75;Atalanta;Left;High/ Medium;No;LM;56;62;77;73;76;73;86;82;76;74;66
Diogo Gonçalves;21;Portugal;72;81;Nottingham Forest;Right;Medium/ Medium;No;LW;66;60;77;75;79;75;77;72;65;58;67
Rui Fonte;28;Portugal;72;72;LOSC Lille;Right;Medium/ Medium;No;ST;72;70;66;74;66;71;67;69;61;59;71
J. Bennett;28;England;72;72;Cardiff City;Left;High/ Medium;Yes;LB;35;63;67;69;74;72;65;69;65;75;45
S. Ortega;25;Germany;72;76;DSC Arminia Bielefeld;Right;Medium/ Medium;No;GK;15;20;20;39;49;42;23;27;73;29;24
B. Białkowski;30;Poland;72;72;Ipswich Town;Right;Medium/ Medium;No;GK;13;12;14;18;42;48;10;39;69;27;17
Ricardo Ryller;24;Brazil;72;77;SC Braga;Right;Medium/ Medium;No;CM;55;63;69;72;65;64;79;65;69;64;50
J. Börner;27;Germany;72;72;DSC Arminia Bielefeld;Left;Medium/ High;No;RCB;56;75;55;56;61;61;70;72;82;77;62
Fran Mérida;28;Spain;72;73;CA Osasuna;Left;Medium/ Medium;Yes;CDM;66;43;70;72;66;61;79;73;74;82;79
Tito;32;Spain;72;72;Rayo Vallecano;Right;Medium/ Medium;No;RB;43;62;65;69;68;71;59;69;63;69;44
S. Sensi;22;Italy;72;77;Sassuolo;Right;Medium/ Medium;No;CDM;48;30;73;78;68;66;61;69;64;69;73
A. Weimann;26;Austria;72;72;Bristol City;Right;High/ Medium;Yes;RS;69;68;68;70;85;73;74;81;62;76;72
Fernando Canesín;26;Brazil;72;74;KV Oostende;Right;High/ Medium;No;RAM;58;47;75;73;83;82;62;76;53;52;63
I. Runje;27;Croatia;72;72;Jagiellonia Białystok;Right;Medium/ Medium;No;RCB;15;71;24;54;40;51;46;68;90;67;35
Vigaray;23;Spain;72;78;Deportivo Alavés;Right;Medium/ Medium;Yes;RB;53;67;71;67;74;72;46;73;67;67;45
P. Olayinka;22;Nigeria;72;79;SK Slavia Praha;Right;High/ High;No;LM;70;70;74;69;77;71;71;91;70;68;65
R. Delgado;28;Argentina;72;72;Defensa y Justicia;Left;Medium/ Medium;No;LB;42;76;76;69;70;60;78;77;70;75;63
J. Wiland;37;Sweden;72;72;Hammarby IF;Right;Medium/ Medium;No;GK;11;9;12;24;25;19;15;22;72;33;15
V. Figueroa;34;Argentina;72;72;Newell's Old Boys;Right;High/ Medium;No;LM;65;42;70;71;82;79;73;75;34;74;34
Chiquinho;22;Portugal;72;78;Moreirense FC;Right;High/ Medium;No;LCM;56;36;76;75;73;85;72;74;38;47;74
C. Trimmel;31;Austria;72;72;1. FC Union Berlin;Right;High/ Medium;No;RB;60;64;68;67;74;70;61;88;80;75;59
S. Lletget;25;United States;72;74;LA Galaxy;Right;Medium/ Medium;Yes;RCM;64;55;76;74;72;77;67;70;75;59;58
C. Jullien;25;France;72;76;Toulouse Football Club;Right;Low/ High;No;LCB;51;80;45;69;62;62;46;74;87;68;55
O. Alderete;21;Paraguay;72;82;Club Atlético Huracán;Left;Medium/ High;No;CB;58;71;62;63;65;71;63;78;84;64;45
A. Saelemaekers;19;Belgium;72;84;RSC Anderlecht;Right;High/ High;No;RB;46;45;73;73;79;81;58;76;53;67;41
M. Vrančić;29;Bosnia Herzegovina;72;72;Norwich City;Left;Medium/ Medium;No;CM;64;52;68;74;53;75;76;69;72;66;55
J. Uronen;23;Finland;72;77;KRC Genk;Left;High/ High;No;LB;47;56;67;66;72;72;77;84;67;71;48
K. Schindler;24;Ghana;72;75;Holstein Kiel;Right;Medium/ Medium;No;RS;74;48;69;67;87;74;66;79;72;41;65
Sin Jin Ho;29;Korea Republic;72;72;FC Seoul;Right;High/ Medium;No;LCM;60;55;68;69;63;56;66;77;59;56;66
L. Haraslín;22;Slovakia;72;80;Lechia Gdańsk;Left;High/ Medium;No;LM;62;59;73;72;84;87;62;80;64;38;58
A. Fiola;28;Hungary;72;72;;Right;Medium/ High;No;RB;24;68;57;64;77;73;42;83;61;79;53
X. Schlager;20;Austria;72;83;FC Red Bull Salzburg;Left;High/ High;No;LCM;55;44;72;74;84;83;73;80;69;74;56
N. Jelavić;32;Croatia;72;72;Guizhou Hengfeng FC;Right;Medium/ Low;Yes;RS;74;82;71;73;31;33;74;77;80;78;81
T. Ben Haim;28;Israel;72;72;Sparta Praha;Right;Medium/ Low;No;LM;68;36;74;72;86;83;74;65;57;54;65
Clinton Mata;25;Angola;72;73;Club Brugge KV;Right;Medium/ Medium;No;RM;53;43;74;73;84;86;66;80;63;71;49
S. Hutchinson;28;England;72;72;Sheffield Wednesday;Right;Medium/ High;Yes;CDM;51;66;62;67;64;61;57;57;72;92;55
J. Russell;28;Scotland;72;72;Sporting Kansas City;Left;High/ High;Yes;RW;67;67;75;73;76;74;77;82;72;78;65
S. Uçan;24;Turkey;72;77;Empoli;Right;Medium/ Medium;No;CM;68;68;71;72;74;76;71;66;52;67;67
Renato Neto;26;Brazil;72;73;KAA Gent;Right;High/ High;No;CM;53;74;67;72;46;57;82;70;86;81;74
J. Meram;29;Iraq;72;72;Columbus Crew SC;Right;Medium/ High;Yes;LM;68;59;78;68;79;87;77;74;64;67;65
Jorge Miramón;29;Spain;72;72;SD Huesca;Right;Medium/ Medium;No;RB;58;72;67;70;73;67;61;78;75;52;65
A. Murgia;21;Italy;72;78;Lazio;Right;Medium/ Medium;No;CM;60;70;69;74;52;54;69;51;68;58;53
I. Ávila;27;Peru;72;72;Monarcas Morelia;Right;High/ Low;No;ST;76;65;73;74;77;82;74;65;56;50;82
T. Kaminski;25;Belgium;72;75;KV Kortrijk;Right;Medium/ Medium;No;GK;14;10;11;16;47;52;21;31;62;29;24
K. Zohore;24;Denmark;72;77;Cardiff City;Left;Medium/ Low;Yes;ST;71;70;67;69;54;51;79;69;87;71;71
L. Ceppitelli;28;Italy;72;73;Cagliari;Right;High/ High;No;LCB;35;72;25;50;52;55;40;59;85;68;34
Nuno Coelho;30;Portugal;72;72;Os Belenenses;Right;Low/ Medium;No;CDM;33;65;57;65;66;64;58;77;68;81;46
C. Mulgrew;32;Scotland;72;72;Blackburn Rovers;Left;Low/ Medium;No;CB;50;73;65;69;53;63;74;71;81;68;74
D. Dwyer;27;United States;72;72;Orlando City SC;Left;High/ High;Yes;ST;73;69;67;69;72;76;80;82;69;83;69
J. Carrizo;34;Argentina;72;72;Monterrey;Right;Medium/ Medium;No;GK;10;12;13;24;59;56;23;31;65;25;22
F. Peluso;34;Italy;72;72;Sassuolo;Left;Medium/ Medium;No;LB;41;77;59;60;54;56;65;65;77;67;48
M. van der Werff;29;Netherlands;72;72;Vitesse;Right;Medium/ Medium;No;RCB;52;68;51;63;59;53;78;60;76;74;61
M. Piedrahita;33;Colombia;72;72;Junior FC;Right;Medium/ Medium;No;RB;59;58;67;73;76;75;67;84;70;68;69
V. Ayala;30;Paraguay;72;72;Gimnasia y Esgrima La Plata;Right;Medium/ Medium;No;CM;65;65;70;71;71;75;90;78;69;76;58
R. Alvarado;19;Mexico;72;79;Cruz Azul;Left;Medium/ Medium;No;CAM;63;51;73;72;78;77;66;72;55;45;62
D. Rossi;20;Uruguay;72;83;Los Angeles FC;Right;High/ Low;Yes;LW;69;44;75;74;84;84;66;68;41;45;57
F. Pisacane;32;Italy;72;72;Cagliari;Right;Medium/ High;No;CB;20;62;61;60;69;67;32;60;71;75;28
U. Ćosić;25;Serbia;72;76;AEK Athens;Right;Low/ High;No;CB;17;66;53;57;66;60;75;68;76;70;30
Sebá;26;Brazil;72;73;Chongqing Dangdai Lifan FC SWM Team;Left;Medium/ Medium;No;LW;64;57;71;74;87;76;83;77;78;74;64
D. Peralta;33;Colombia;72;72;Once Caldas;Right;Medium/ High;No;RCB;44;75;62;65;42;40;68;53;87;76;59
R. Koch;21;Germany;72;80;SC Freiburg;Right;Medium/ Medium;No;LDM;27;72;56;68;53;55;56;75;77;67;38
A. Ghazal;26;Egypt;72;75;Vancouver Whitecaps FC;Right;Low/ High;No;CDM;25;73;63;68;52;70;50;76;86;79;39
A. Federici;33;Australia;72;72;Stoke City;Right;Medium/ Medium;Yes;GK;18;18;19;27;44;50;17;38;70;44;41
David Simón;28;Spain;72;72;Deportivo de La Coruña;Right;High/ Medium;Yes;RB;42;61;68;70;72;64;57;85;61;80;38
M. Oršić;25;Croatia;72;74;Dinamo Zagreb;Right;High/ Medium;No;LM;72;41;73;70;84;85;75;65;59;40;68
Alexandre Frandeira;30;Brazil;72;72;Sport Club do Recife;Right;Low/ Medium;No;LCB;36;65;45;57;47;46;62;64;90;84;43
A. Tettey;32;Norway;72;72;Norwich City;Right;Medium/ High;Yes;RDM;56;62;59;63;64;70;85;79;79;83;47
G. Hanley;26;Scotland;72;74;Norwich City;Right;Low/ Medium;No;CB;30;71;40;43;55;48;40;52;78;80;40
Cristian Herrera;27;Spain;72;73;CD Lugo;Left;High/ Medium;No;LS;73;67;71;74;64;59;75;70;84;60;73
R. Green;38;England;72;72;Chelsea;Right;Medium/ Medium;Yes;GK;12;15;14;15;46;47;22;26;59;26;21
Gelson Dala;21;Angola;72;82;Rio Ave FC;Right;High/ Medium;No;ST;69;62;75;74;87;85;77;65;63;46;70
M. Higashiguchi;32;Japan;72;72;Gamba Osaka;Right;Medium/ Medium;Yes;GK;8;11;8;12;34;34;15;45;68;26;15
Jorge Teixeira;31;Portugal;72;72;Sint-Truidense VV;Right;Low/ High;No;CB;37;72;35;60;50;50;44;68;88;80;67
R. Woods;24;England;72;77;Stoke City;Right;High/ High;No;CDM;49;48;73;75;75;87;61;90;67;74;49
S. Martinsson Ngouali;26;Gabon;72;74;Hammarby IF;Right;Medium/ Medium;No;LCM;59;58;71;69;70;77;63;83;74;78;46
W. Ángel;25;Venezuela;72;78;;Right;Medium/ High;No;LCB;21;70;38;57;53;39;42;62;89;77;36
D. Villalpando;26;Mexico;72;73;Club Necaxa;Right;Medium/ Medium;No;CAM;62;58;72;72;72;80;70;80;69;57;64
M. Šitum;26;Croatia;72;73;Dinamo Zagreb;Right;High/ Low;No;LM;64;56;68;73;74;74;62;72;56;30;59
T. Carroll;26;England;72;74;Swansea City;Left;Medium/ Medium;Yes;CM;57;46;64;76;67;78;59;75;42;47;56
R. Elliot;32;Republic of Ireland;72;72;Newcastle United;Left;Medium/ Medium;Yes;GK;11;13;15;22;47;54;11;32;71;12;43
Sergio Sánchez;32;Spain;72;72;Cádiz CF;Right;Medium/ Medium;No;RCB;53;70;44;67;59;68;59;69;70;76;47
I. Cofie;26;Ghana;72;73;Real Sporting de Gijón;Right;Medium/ Medium;No;RDM;47;59;66;74;68;76;68;82;69;74;61
S. Byram;24;England;72;75;Nottingham Forest;Right;High/ Medium;Yes;RB;59;66;72;72;74;73;66;70;67;68;50
M. Cauteruccio;31;Uruguay;72;72;Cruz Azul;Right;Medium/ Medium;No;ST;68;72;71;72;64;74;74;69;74;61;74
K. Molino;28;Trinidad & Tobago;72;72;Minnesota United FC;Right;High/ Medium;No;CAM;71;61;75;73;75;77;69;74;65;55;69
L. Ariaudo;29;Italy;72;72;Frosinone;Left;Low/ High;No;CB;30;72;52;58;53;57;47;65;74;72;30
P. Klingmann;30;Germany;72;72;SV Sandhausen;Right;Medium/ Medium;No;RB;51;64;63;68;67;63;73;78;74;63;47
M. Thuram;20;France;72;80;En Avant de Guingamp;Right;High/ Low;No;LM;72;73;71;73;72;71;74;70;84;53;65
Y. Cahuzac;33;France;72;72;Toulouse Football Club;Right;Medium/ High;No;LDM;43;66;56;66;45;65;54;83;70;88;47
Elustondo;31;Spain;72;72;Rayo Vallecano;Right;Medium/ Medium;No;CM;59;63;69;70;49;69;75;74;77;88;67
S. Downing;33;England;72;72;Middlesbrough;Left;Medium/ Medium;Yes;RW;65;62;68;75;66;72;74;71;63;36;68
L. Immers;32;Netherlands;72;72;ADO Den Haag;Right;High/ High;No;RCM;68;80;62;70;43;54;80;79;81;83;71
C. Menéndez;30;Argentina;72;72;Tiburones Rojos de Veracruz;Right;Medium/ Medium;No;ST;72;77;64;69;65;60;74;64;80;56;72
Vágner Corraldo;30;Brazil;72;72;Atlético Paranaense;Left;Medium/ Medium;No;LB;48;50;66;69;78;81;75;76;64;64;55
Luso;33;Spain;72;72;CF Rayo Majadahonda;Right;Medium/ Medium;No;LCB;49;53;55;67;64;71;73;74;79;81;63
C. Mavinga;27;DR Congo;72;73;Toronto FC;Left;Medium/ Medium;Yes;LCB;36;69;68;72;75;62;56;77;77;77;33
F. Melchiorri;31;Italy;72;72;Perugia;Right;High/ Medium;No;LS;74;69;71;71;74;70;75;64;69;46;64
T. Doumbia;28;Mali;72;72;Dinamo Zagreb;Right;High/ High;No;CDM;66;66;70;70;69;68;76;85;86;81;58
A. Trondsen;23;Norway;71;80;Rosenborg BK;Left;Medium/ High;No;LCM;63;50;68;69;75;81;80;89;66;75;60
Sivera;21;Spain;71;78;Deportivo Alavés;Right;Medium/ Medium;No;GK;15;14;14;27;59;60;33;45;58;25;24
Allison Sireo;30;Brazil;71;71;América FC (Minas Gerais);Right;Medium/ Medium;No;RCB;29;75;34;49;71;32;58;61;77;72;48
Z. Stieber;29;Hungary;71;71;DC United;Left;High/ Low;No;RM;63;45;73;72;73;75;73;71;51;41;65
S. Berahino;24;Burundi;71;76;Stoke City;Right;Medium/ Medium;Yes;LW;71;66;72;72;75;64;74;64;68;43;71
O. Skúlason;35;Iceland;71;71;;Right;Medium/ High;No;CDM;48;67;58;66;65;59;70;84;75;80;60
L. Koutris;22;Greece;71;78;Olympiacos CFP;Left;High/ Medium;No;LB;57;42;68;70;86;79;67;76;64;66;55
M. Pektemek;29;Turkey;71;71;Beşiktaş JK;Right;High/ High;No;CF;73;72;72;72;71;69;68;80;64;74;71
R. Schüller;27;Finland;71;71;Minnesota United FC;Left;Medium/ High;No;CDM;52;59;63;68;58;69;60;73;62;77;46
Sergio Herrera;25;Spain;71;73;CA Osasuna;Right;Medium/ Medium;No;GK;16;14;15;27;45;37;23;42;67;25;32
E. Kawashima;35;Japan;71;71;RC Strasbourg Alsace;Right;Medium/ Medium;Yes;GK;14;14;12;28;45;63;37;31;61;16;24
L. Memushaj;31;Albania;71;71;Pescara;Right;Medium/ High;No;LCM;52;44;70;71;76;90;65;78;63;67;66
E. Fernandes;22;Switzerland;71;79;Fiorentina;Right;High/ Medium;Yes;RM;62;45;73;71;72;66;73;74;69;60;55
M. Valenzuela;19;Argentina;71;81;Columbus Crew SC;Left;High/ High;No;LB;33;53;67;65;78;80;56;76;62;74;54
H. Lansbury;27;England;71;71;Aston Villa;Right;Medium/ Medium;No;CM;67;47;67;72;58;69;70;67;75;81;72
A. Gunn;22;England;71;83;Southampton;Right;Medium/ Medium;Yes;GK;15;14;20;27;48;40;24;31;64;28;25
A. Kamara;23;France;71;76;Fulham;Right;High/ Medium;Yes;ST;68;68;67;64;78;68;75;65;79;78;70
R. Riou;30;France;71;71;Sporting de Charleroi;Right;Medium/ Medium;No;GK;11;12;12;23;58;39;21;32;79;29;23
Jung Sung Ryong;33;Korea Republic;71;71;Kawasaki Frontale;Right;Medium/ Medium;Yes;GK;12;14;12;14;41;14;18;25;41;31;12
A. Caracciolo;28;Italy;71;71;Hellas Verona;Right;Medium/ High;No;RCB;12;70;53;56;66;73;24;63;74;72;30
Ewandro;22;Brazil;71;80;FK Austria Wien;Left;High/ Low;No;RM;73;52;75;74;74;78;65;62;42;35;60
G. Holtmann;23;Germany;71;78;1. FSV Mainz 05;Left;Medium/ Medium;No;LM;60;47;73;69;91;73;75;67;66;34;60
Erik Morán;27;Spain;71;73;AEK Athens;Right;Medium/ Medium;No;CDM;39;56;66;72;39;62;61;69;71;75;49
Tobias Figueiredo;24;Portugal;71;75;Nottingham Forest;Right;Medium/ Medium;No;RCB;22;71;54;55;55;48;60;61;83;89;36
I. Rossi;24;Argentina;71;77;Club Atlético Huracán;Left;Medium/ Medium;No;LCM;44;39;64;68;73;70;58;73;74;83;43
Miltisco Paulino;30;Brazil;71;71;Santos;Right;Medium/ Medium;No;LCB;44;73;51;56;61;62;44;56;77;77;53
P. Brlek;24;Croatia;71;76;FC Lugano;Right;High/ Medium;No;CM;63;53;69;72;78;78;66;70;69;65;66
G. Bettini;25;Argentina;71;74;Rosario Central;Right;High/ Medium;No;RB;41;66;61;71;77;71;50;84;64;71;33
R. Kent;21;England;71;82;Rangers FC;Right;High/ Medium;No;LW;62;36;77;72;89;91;58;65;54;41;52
Jordi Calavera;22;Spain;71;77;SD Eibar;Right;Medium/ Medium;No;RB;46;53;66;71;77;78;72;85;72;71;51
M. Lešković;27;Croatia;71;73;Dinamo Zagreb;Right;Medium/ Medium;No;CB;22;74;21;43;62;46;32;58;77;73;32
G. Friend;30;England;71;71;Middlesbrough;Left;High/ High;Yes;LB;52;67;71;69;66;69;64;82;76;61;49
S. Aydoğdu;27;Turkey;71;71;Medipol Başakşehir FK;Left;Medium/ Medium;No;CM;58;63;76;75;66;67;67;65;62;54;70
S. Gashi;29;Albania;71;71;Colorado Rapids;Left;Medium/ Medium;No;RS;66;73;68;70;67;75;79;67;69;77;70
O. Deschacht;37;Belgium;71;71;Sporting Lokeren;Left;Medium/ High;No;LCB;37;70;47;57;47;57;62;67;72;69;36
E. Cecchini;23;Argentina;71;80;Club Atlético Banfield;Right;High/ Medium;No;CDM;60;63;70;71;71;75;73;74;63;54;38
T. Knipping;25;Germany;71;74;SV Sandhausen;Left;Medium/ Medium;No;CB;25;72;48;51;53;47;46;76;83;69;35
H. Yamaguchi;27;Japan;71;72;Cerezo Osaka;Right;Medium/ Medium;No;RCM;52;52;69;75;79;84;61;77;63;72;41
V. Aguilera;29;Argentina;71;71;Club América;Right;Medium/ Medium;No;LCB;40;71;52;60;45;33;67;67;81;65;64
J. Cavalli;36;France;71;71;AC Ajaccio;Left;Medium/ Medium;No;CAM;62;50;70;74;66;81;66;73;63;81;77
L. Pasciuti;28;Italy;71;71;Carpi;Right;High/ Medium;No;LM;50;48;72;73;87;86;56;76;63;42;47
M. Makuszewski;28;Poland;71;71;Lech Poznań;Right;Medium/ Medium;No;RM;66;45;66;66;94;78;72;79;65;71;59
L. Albertengo;27;Argentina;71;72;Estudiantes de La Plata;Right;Medium/ Medium;No;ST;70;69;69;71;71;73;66;72;71;66;69
Serginho;31;Brazil;71;71;Akhisar Belediyespor;Right;Medium/ Medium;No;CDM;64;59;72;70;64;65;69;73;70;75;60
F. Schnellhardt;24;Germany;71;78;MSV Duisburg;Left;Medium/ Medium;No;CM;63;45;72;71;80;77;66;80;74;61;57
M. Pavone;36;Argentina;71;71;Estudiantes de La Plata;Right;High/ Low;No;ST;73;76;57;70;54;55;76;72;89;77;74
T. Goiginger;25;Austria;71;74;LASK Linz;Right;Medium/ Medium;No;RW;64;54;74;70;87;77;68;74;60;54;56
K. Beckerman;36;United States;71;71;Real Salt Lake;Right;Medium/ High;Yes;RCM;52;59;62;70;39;59;77;72;71;75;69
Luis García;37;Spain;71;71;KAS Eupen;Right;Medium/ Medium;No;RCM;64;61;69;71;56;62;75;64;60;71;75
Lyanco;21;Brazil;71;80;Torino;Right;Medium/ High;No;CB;33;69;45;57;55;57;43;55;77;75;47
